# Single SKU Max Power Table
# |CCK 1~11 | |    OFDM 6 ~ 54      | |             HT20 MCS 0 ~ 15                 | |             HT40 MCS 0 ~ 15                 |
ch1 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 12 12 12 12 12 12 12 12 
ch2 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 
ch3 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 10 10 10 10 10 10 10 10
ch4 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 
ch5 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 
ch6 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13  
ch7 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 
ch8 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13  
ch9 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 10 10 10 10 10 10 10 10
ch10 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 10 10 10 10 10 10 10 10
ch11 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 12 12 12 12 12 12 12 12 14 14 14 14 14 14 14 14 10 10 10 10 10 10 10 10
ch12 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 12 12 12 12 12 12 12 12 
ch13 16 16 16 16 15 15 15 15 15 15 15 15 14 14 14 14 14 14 14 14 12 12 12 12 12 12 12 12  
ch14 16 16 16 16 
# End of Single SKU Table
