# Single SKU Max Power Table
# OFDM6~54                        | |     HT20 MCS 0 ~ 15                                          | |             HT40 MCS 0 ~ 15                                   | |     HT80 MCS 0 ~ 9           |
ch58 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 13 13 
ch60 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 13 13 
ch62 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 13 13 
ch64 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 15 15 15 15 15 15 14 14 13 13  
ch100 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13  
ch102 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch104 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch106 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch108 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch110 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch112 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch114 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch116 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch118 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch120 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch122 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch124 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch126 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch128 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch130 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch132 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch134 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch136 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch138 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 18 18 17 17 16 16 14 14 16 16 16 16 16 16 14 14 13 13
ch140 16 16 16 16 16 16 14 14 16 16 16 16 16 16 14 14 16 16 16 16 16 16 14 14 16 16 16 16 16 16 14 14 16 16 16 16 16 16 14 14 16 16 16 16 16 16 14 14 13 13
# End of Single SKU Table